,dim1,dim2,pathology,filename
57,-4367223268989127.0,102453897317497.73,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T3_72-0_A9_0_FITC-DFTrCy5_BGs_MN_ALIGNED_33.tif
58,1853319110026663.8,-106650095580449.12,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T3_72-0_H6_0_FITC-DFTrCy5_BGs_MN_ALIGNED_36.tif
59,2614762054045646.5,-277208680231174.44,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T3_72-0_A10_0_FITC-DFTrCy5_BGs_MN_ALIGNED_21.tif
60,1840903715765905.8,678756726941294.4,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T1_24-0_F6_0_FITC-DFTrCy5_BGs_MN_ALIGNED_4.tif
61,410787715324290.94,-317387333456172.06,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T1_24-0_G10_0_FITC-DFTrCy5_BGs_MN_ALIGNED_37.tif
62,274995857092657.75,-135424995949985.47,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T5_120-0_H12_0_FITC-DFTrCy5_BGs_MN_ALIGNED_37.tif
63,966680958111243.4,381810648224319.25,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T1_24-0_A1_0_FITC-DFTrCy5_BGs_MN_ALIGNED_31.tif
64,-2868256728866309.0,-453304144737534.44,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T2_48-0_F4_0_FITC-DFTrCy5_BGs_MN_ALIGNED_5.tif
65,-4423969649413467.5,365236801936065.9,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T7_168-0_G10_0_FITC-DFTrCy5_BGs_MN_ALIGNED_60.tif
66,-1218301665233400.5,12314249442507.91,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T5_120-0_D7_0_FITC-DFTrCy5_BGs_MN_ALIGNED_49.tif
67,-2479579811654061.0,-365585411217892.8,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T1_24-0_A10_0_FITC-DFTrCy5_BGs_MN_ALIGNED_20.tif
68,1804467258785854.5,194955384238918.62,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T2_48-0_E5_0_FITC-DFTrCy5_BGs_MN_ALIGNED_12.tif
69,3610002927767528.5,38278192503569.57,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T0_0-0_B6_0_FITC-DFTrCy5_BGs_MN_ALIGNED_7.tif
70,-2149529129124028.5,64089487084996.6,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T5_120-0_E11_0_FITC-DFTrCy5_BGs_MN_ALIGNED_28.tif
71,-1977305965877227.8,-430217536541374.7,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T0_0-0_A10_0_FITC-DFTrCy5_BGs_MN_ALIGNED_3.tif
72,1177566601707446.2,1141098720363063.5,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T2_48-0_A7_0_FITC-DFTrCy5_BGs_MN_ALIGNED_30.tif
73,-400468519981429.94,18779352422039.508,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T3_72-0_D1_0_FITC-DFTrCy5_BGs_MN_ALIGNED_7.tif
74,-1257203692044600.8,-144844458566547.03,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T2_48-0_B6_0_FITC-DFTrCy5_BGs_MN_ALIGNED_14.tif
75,-3891269964906477.5,301557624866968.3,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T3_72-0_E1_0_FITC-DFTrCy5_BGs_MN_ALIGNED_51.tif
76,-966627086952460.1,20484108795475.727,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T0_0-0_G5_0_FITC-DFTrCy5_BGs_MN_ALIGNED_7.tif
77,-2697336536221139.5,-632404448935539.9,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T1_24-0_A2_0_FITC-DFTrCy5_BGs_MN_ALIGNED_23.tif
78,-3336573799803421.0,72733584600079.84,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T6_144-0_F8_0_FITC-DFTrCy5_BGs_MN_ALIGNED_12.tif
79,-1250239868812846.8,-402559330113716.44,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T7_168-0_E1_0_FITC-DFTrCy5_BGs_MN_ALIGNED_88.tif
80,919870809548959.2,533456429280949.56,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T2_48-0_C3_0_FITC-DFTrCy5_BGs_MN_ALIGNED_1.tif
81,526274057992827.9,-66564259378048.32,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T5_120-0_A10_0_FITC-DFTrCy5_BGs_MN_ALIGNED_42.tif
82,-1158477517523048.8,-481524129965377.06,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T1_24-0_E6_0_FITC-DFTrCy5_BGs_MN_ALIGNED_1.tif
83,2414659185713201.0,33932106876899.82,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T2_48-0_H1_0_FITC-DFTrCy5_BGs_MN_ALIGNED_18.tif
84,1439929289806689.8,289332149348710.1,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T6_144-0_H7_0_FITC-DFTrCy5_BGs_MN_ALIGNED_38.tif
85,769582300859753.0,80963986699035.39,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T4_96-0_A12_0_FITC-DFTrCy5_BGs_MN_ALIGNED_24.tif
86,343967234384940.5,574220855002604.9,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T0_0-0_G1_0_FITC-DFTrCy5_BGs_MN_ALIGNED_20.tif
87,-53909991931049.63,161103480164103.22,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T7_168-0_D12_0_FITC-DFTrCy5_BGs_MN_ALIGNED_11.tif
88,1479192367400576.0,-230738587691297.22,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T2_48-0_A3_0_FITC-DFTrCy5_BGs_MN_ALIGNED_9.tif
89,1883311933279146.0,-166910785507768.5,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T4_96-0_A8_0_FITC-DFTrCy5_BGs_MN_ALIGNED_28.tif
90,-118352382429219.22,-227085424439154.12,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T2_48-0_G2_0_FITC-DFTrCy5_BGs_MN_ALIGNED_33.tif
91,542200818480614.56,-291127516568043.75,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T3_72-0_E3_0_FITC-DFTrCy5_BGs_MN_ALIGNED_42.tif
92,366146292731071.44,-413388860027852.44,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T0_0-0_F7_0_FITC-DFTrCy5_BGs_MN_ALIGNED_6.tif
93,2045045238338622.8,-413025230850987.06,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T2_48-0_D4_0_FITC-DFTrCy5_BGs_MN_ALIGNED_12.tif
94,630038620933742.6,2056438333535117.2,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T7_168-0_A1_0_FITC-DFTrCy5_BGs_MN_ALIGNED_95.tif
95,241348389380409.62,255310998301297.3,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T2_48-0_B7_0_FITC-DFTrCy5_BGs_MN_ALIGNED_22.tif
96,-249203525325336.62,-260827951147091.75,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T2_48-0_G4_0_FITC-DFTrCy5_BGs_MN_ALIGNED_2.tif
97,-668826715268968.9,648757249136678.4,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T2_48-0_H2_0_FITC-DFTrCy5_BGs_MN_ALIGNED_43.tif
98,-1091148001639789.8,929413556880127.5,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T2_48-0_C1_0_FITC-DFTrCy5_BGs_MN_ALIGNED_36.tif
99,-1731055672604944.0,38179101642700.85,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T2_48-0_E2_0_FITC-DFTrCy5_BGs_MN_ALIGNED_39.tif
100,658085472984580.8,-212214383793338.6,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T5_120-0_G6_0_FITC-DFTrCy5_BGs_MN_ALIGNED_32.tif
101,277417981134197.62,-35218610698374.91,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T2_48-0_E10_0_FITC-DFTrCy5_BGs_MN_ALIGNED_6.tif
102,2364191079444411.0,65979591257676.14,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T1_24-0_H5_0_FITC-DFTrCy5_BGs_MN_ALIGNED_9.tif
103,-3087027359538122.0,272923913605992.47,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T7_168-0_B2_0_FITC-DFTrCy5_BGs_MN_ALIGNED_15.tif
104,-124360068149496.89,337535837530712.8,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T0_0-0_F1_0_FITC-DFTrCy5_BGs_MN_ALIGNED_16.tif
105,2364235108481504.0,268682304774837.5,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T1_24-0_H11_0_FITC-DFTrCy5_BGs_MN_ALIGNED_38.tif
106,340196675326221.25,688204689980545.2,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T1_24-0_E3_0_FITC-DFTrCy5_BGs_MN_ALIGNED_24.tif
107,-4403248522854814.0,549125041113298.7,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T5_120-0_G7_0_FITC-DFTrCy5_BGs_MN_ALIGNED_28.tif
108,270287445646313.97,905902671824171.8,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T2_48-0_C3_0_FITC-DFTrCy5_BGs_MN_ALIGNED_25.tif
109,1153655011506833.2,-303531722108375.3,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T1_24-0_C1_0_FITC-DFTrCy5_BGs_MN_ALIGNED_21.tif
110,833122296077442.0,-234198031829121.75,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T3_72-0_F3_0_FITC-DFTrCy5_BGs_MN_ALIGNED_42.tif
111,665897866926900.9,188899794457533.53,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T2_48-0_F10_0_FITC-DFTrCy5_BGs_MN_ALIGNED_18.tif
112,2386134646648487.0,138714999636536.11,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T0_0-0_G12_0_FITC-DFTrCy5_BGs_MN_ALIGNED_7.tif
113,150050968395614.38,173159710326178.5,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T7_168-0_F11_0_FITC-DFTrCy5_BGs_MN_ALIGNED_23.tif
114,805812586250318.2,-202340520905708.9,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T1_24-0_B6_0_FITC-DFTrCy5_BGs_MN_ALIGNED_18.tif
115,-820310199831365.1,-127829157879770.48,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T1_24-0_A4_0_FITC-DFTrCy5_BGs_MN_ALIGNED_6.tif
116,-232004533312489.97,-109515183262227.81,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T2_48-0_E3_0_FITC-DFTrCy5_BGs_MN_ALIGNED_20.tif
117,-4400194943752552.0,602177306496616.5,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T5_120-0_G12_0_FITC-DFTrCy5_BGs_MN_ALIGNED_19.tif
118,1123580502331212.2,305003074798678.7,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T2_48-0_D9_0_FITC-DFTrCy5_BGs_MN_ALIGNED_25.tif
119,1001121140539934.4,-169500860198824.94,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T6_144-0_B2_0_FITC-DFTrCy5_BGs_MN_ALIGNED_2.tif
120,-611949260086677.6,-242680008073466.3,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T2_48-0_E5_0_FITC-DFTrCy5_BGs_MN_ALIGNED_34.tif
121,-891676091353833.8,794556879672929.6,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T2_48-0_E3_0_FITC-DFTrCy5_BGs_MN_ALIGNED_36.tif
122,2206541330688573.2,-32211199614055.805,Huntington25,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T3_72-0_C11_0_FITC-DFTrCy5_BGs_MN_ALIGNED_12.tif
123,1391253878159733.5,830417258401822.0,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T7_168-0_C10_0_FITC-DFTrCy5_BGs_MN_ALIGNED_10.tif
124,-3161322357683970.5,-285482031997513.2,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T0_0-0_G12_0_FITC-DFTrCy5_BGs_MN_ALIGNED_24.tif
125,-1020671406540780.4,-71201104828208.8,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T1_24-0_E1_0_FITC-DFTrCy5_BGs_MN_ALIGNED_14.tif
126,2207423911406074.5,83896989838148.98,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T0_0-0_H10_0_FITC-DFTrCy5_BGs_MN_ALIGNED_23.tif
127,1102828253172156.8,84987124714686.16,Huntington97,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning26_T3_72-0_G3_0_FITC-DFTrCy5_BGs_MN_ALIGNED_22.tif
128,-28165492241563.918,-48815793383876.016,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T6_144-0_D12_0_FITC-DFTrCy5_BGs_MN_ALIGNED_2.tif
129,231702534851395.44,396538717315160.3,FTD,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T2_48-0_G7_0_FITC-DFTrCy5_BGs_MN_ALIGNED_11.tif
130,516710064494995.1,-383644570596002.75,normal,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning29_T0_0-0_B12_0_FITC-DFTrCy5_BGs_MN_ALIGNED_10.tif
131,1282422050217788.5,-409315469575567.25,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T4_96-0_E6_0_FITC-DFTrCy5_BGs_MN_ALIGNED_28.tif
132,2499668203647356.5,-578300696425714.0,parkinson,/home/drew/tissue/GEDI/combined/PID20170222_RGEDIMachineLearning28_T2_48-0_H6_0_FITC-DFTrCy5_BGs_MN_ALIGNED_43.tif
